source,target,Weight
Luba Kadison,Dovid Likht,1
Luba Kadison,Leola Vendorf,1
Luba Kadison,Molly Pickus,1
Luba Kadison,Fela Biro,1
Luba Kadison,Ester Neroslavska,1
Luba Kadison,Charlotte Goldstein Chafran,1
Luba Kadison,Helen Zelinskaya,1
Luba Kadison,Shloyme Krause,1
Luba Kadison,Louis Weisberg,1
Luba Kadison,Ben Tsion Shoenfeld,1
Luba Kadison,Alex Chertov,1
Israel Kamay,Sonia Altboym,1
Israel Kamay,Ida Kaminska,1
Israel Kamay,Ruth Turkow,1
Israel Kamay,Adam Domb,1
Israel Kamay,Yoyel Bergman,1
Israel Kamay,Meir Melman,1
Israel Kamay,Celia Adler,1
Israel Kamay,Simkhe Natan,1
Israel Kamay,Naomi Natan,1
Yosef Kamen,Jean Mihail,1
Yosef Kamen,Joseph Buloff,1
Yosef Kamen,Alex Stein,1
Yosef Kamen,Avrom Morevsky,1
Yosef Kamen,Simkhe Natan,1
Yosef Kamen,Lidia Pototska,1
Yosef Kamen,Jacob Waislitz,1
Yosef Kamen,Yocheved Waislitz,1
Yosef Kamen,Dovid Likht,1
Yosef Kamen,Dovid Herman,1
Yosef Kamen,Shimon Dzigan,1
Yosef Kamen,Yisroel Shumacher,1
Yosef Kamen,Simkhe Natan,1
Yosef Kamen,Zalmen Hirshfeld,1
Yosef Kamen,Nadia Kareni,1
Yosef Kamen,Ester Rapel,1
Ida Kaminska,Ester-Rokhl Kaminska,1
Ida Kaminska,A.Y. Kaminski,1
Ida Kaminska,Adam Domb,1
Ida Kaminska,Alter Kacyzne,1
Ida Kaminska,Shimon Dzigan,1
Ida Kaminska,Yisroel Shumacher,1
Ida Kaminska,Ján Kadár,1
Ida Kaminska,Isaac Samberg,1
Ida Kaminska,Helena Gotlib,1
Ida Kaminska,Israel Kamay,1
Ida Kaminska,Zygmunt Turkow,1
Ida Kaminska,Ester-Rokhl Kaminska,1
Ida Kaminska,Betty Dalska,1
Ida Kaminska,Roza Birnboym,1
Ida Kaminska,Wolf Zilberberg,1
Ida Kaminska,Zalmen Hirshfeld,1
Ida Kaminska,Yankev Mandlblit,1
Ida Kaminska,Molly Picon,1
Ida Kaminska,Paul Breitman,1
Ida Kaminska,Klara Segalovitch,1
Ida Kaminska,Zero Mostel,1
Ida Kaminska,Harry Belafonte,1
Ida Kaminska,Eli Wallach,1
Ida Kaminska,Josef Kaminski,1
Ida Kaminska,Judith Berg,1
Ida Kaminska,Felix Fibich,1
Ida Kaminska,Yankev Reynglas,1
Ida Kaminska,Yitskhok Dogim,1
Ida Kaminska,Dina Halpern,1
Ida Kaminska,A. Sandu,1
Ida Kaminska,Moyshe Tayman,1
Ida Kaminska,Dovid Tselmayster,1
Ida Kaminska,Jacob Waislitz,1
Ida Kaminska,Leyzer Zhelazo,1
Ida Kaminska,Yoysef Shlivniak,1
Ida Kaminska,Ruth Taru,1
Nadia Kareni,Zalmen Hirshfeld,1
Nadia Kareni,Yosef Kamen,1
Nadia Kareni,Ester Rapel,1
Nadia Kareni,Moyshe Broderzon,1
Nadia Kareni,Shimon Dzigan,1
Nadia Kareni,Yisroel Shumacher,1
Nadia Kareni,Jacob Rotbaum,1
Dina Koenig,Yosef Kamen,1
Dina Koenig,Lea Koenig,1
Dina Koenig,Jacob Waislitz,1
Dina Koenig,Yocheved Waislitz,1
Dina Koenig,Dovid Likht,1
Dina Koenig,Dovid Herman,1
Dina Koenig,Julius Adler,1
Dina Koenig,Yankev Shternberg,1
Shloyme Kon,Władysław Godik,1
Shloyme Kon,Leon Schiller,1
Shloyme Kon,Klara Segalovitch,1
Shloyme Kon,Max Wiskind,1
Shloyme Kon,Mikhl Vaykhert,1
Shloyme Kon,Mordechai Mazo,1
Shloyme Kon,Ester Goldnberg,1
Shloyme Kon,Daniel Shapiro,1
Shloyme Kon,Ester-Rokhl Kaminska,1
Shloyme Kon,A.Y. Kaminski,1
Shloyme Kon,Misha Fishzon,1
Shloyme Kon,Yevgeny Vakhtangov,1
Shloyme Kon,Avrom Morevsky,1
Matisyahu Kovalski,Misha Fishzon,1
Matisyahu Kovalski,A.Y. Kaminski,1
Matisyahu Kovalski,Nokhum Lipovski,1
Matisyahu Kovalski,Rose Shoshana,1
Shloyme Krause,Jacob P. Adler,1
Shloyme Krause,Misha Fishzon,1
Shloyme Krause,Zina Rapel,1
Shloyme Krause,Aaron Lebedeff,1
Shloyme Krause,Maurice Schwartz,1
Shloyme Krause,Luba Kadison,1
Shloyme Krause,Bertha Gersten,1
Shloyme Krause,Avrom Taytlboym,1
Shloyme Krause,Charlotte Goldstein Chafran,1
Shloyme Krause,Julius Adler,1
Shloyme Krause,Reuven Vendorf,1
Shloyme Krause,Helen Zelinskaya,1
Shloyme Krause,Leah Naomi,1
Shloyme Krause,Leola Vendorf,1
Shloyme Krause,Ida Garber,1
Shloyme Krause,Noah Nachbush,1
Shloyme Krause,Paul Breitman,1
Shloyme Krause,Ester Neroslavska,1
Shloyme Krause,A.Y. Kaminski,1
Shloyme Krause,Isaac Schlossberg,1
Shloyme Krause,Paul Muni,1
Shloyme Krause,Lucy German,1
Shloyme Krause,Misha German,1
Shloyme Krause,Zvi Scooler,1
Shloyme Krause,Dovid Likht,1
Shloyme Krause,Leib Kadison,1
Shloyme Krause,Dovid Hamburger,1
Shloyme Krause,Menasha Skulnik,1
Shloyme Krause,Ester Lipovska,1
Shloyme Krause,Benjamin Fishbein,1
Shloyme Krause,Edgar G. Ulmer,1
Shloyme Krause,Louis Weisberg,1
Shloyme Krause,Ben Tsion Shoenfeld,1
Shloyme Krause,Alex Chertov,1
Shloyme Krause,Boris Auerbach,1
Shloyme Krause,Moyshe Burstin,1
Shloyme Krause,Ester-Rokhl Kaminska,1
Yankev Kurlender,Dovid Likht,1
Yankev Kurlender,Jacob Rotbaum,1
Yankev Kurlender,Moyshe Lipman,1
Yankev Kurlender,Ruth Turkow,1
Yankev Kurlender,Diana Blumenfeld,1
Yankev Kurlender,Yonas Turkow,1
Yankev Kurlender,Klara Segalovitch,1
Yankev Kurlender,Helena Gotlib,1
Yankev Kurlender,Khavel Buzgan,1
Yankev Kurlender,Avrom Morevsky,1
Yankev Kurlender,Mikhl Vaykhert,1
Yankev Kurlender,Dovid Herman,1
Yankev Kurlender,Ida Kaminska,1
Yankev Kurlender,Yitzkhok Grudberg,1
Yankev Kurlender,Jacob Rotbaum,1
Yankev Kurlender,Maurice Schwartz,1
Yankev Kurlender,Joseph Buloff,1
Yankev Kurlender,Liza Schlossberg,1
Yankev Kurlender,Simkhe Natan,1
Yankev Kurlender,Naomi Natan,1
Yankev Kurlender,Rivka Shiller,1
Yankev Kurlender,Khavel Buzgan,1
Yankev Kurlender,Rose Shoshana,1
Gershon Lemberger,Avrom Morevsky,1
Gershon Lemberger,Dina Halpern,1
Gershon Lemberger,Rokhl Holtzer,1
Gershon Lemberger,Shimon Dzigan,1
Gershon Lemberger,Yisroel Shumacher,1
Gershon Lemberger,Khavel Buzgan,1
Gershon Lemberger,Ruth Turkow,1
Gershon Lemberger,Klara Segalovitch,1
Gershon Lemberger,Isaac Samberg,1
Gershon Lemberger,Henekh Kon,1
Gershon Lemberger,Moyshe Lipman,1
Gershon Lemberger,Lili Liliana,1
Gershon Lemberger,Leon Liebgold,1
Gershon Lemberger,Michał Waszyński,1
Gershon Lemberger,Judith Berg,1
Gershon Lemberger,Alter Kacyzne,1
Gershon Lemberger,Gershon Lemberger,1
Gershon Lemberger,Henekh Kon,1
Olya Libert-Lubotsky,Boris Glagolin,1
Olya Libert-Lubotsky,Paul Baratoff,1
Olya Libert-Lubotsky,Rudolph Schildkraut,1
Leon Liebgold,Lili Liliana,1
Leon Liebgold,Avrom Morevsky,1
Leon Liebgold,Molly Picon,1
Leon Liebgold,Joseph Green,1
Leon Liebgold,Leo Fuchs,1
Leon Liebgold,Seymour Rexite,1
Leon Liebgold,Maurice Schwartz,1
Leon Liebgold,Julius Adler,1
Leon Liebgold,Isaac Samberg,1
Leon Liebgold,Judith Berg,1
Leon Liebgold,Michał Waszyński,1
Leon Liebgold,Dina Halpern,1
Leon Liebgold,Moyshe Lipman,1
Leon Liebgold,Alter Kacyzne,1
Leon Liebgold,Gershon Lemberger,1
Leon Liebgold,Henekh Kon,1
Leon Liebgold,Miriam Kressyn,1
Leon Liebgold,Mordechai Yachson,1
Leon Liebgold,Seymour Rexite,1
Leon Liebgold,Menasha Skulnik,1
Leon Liebgold,Moyshe Feder,1
Leon Liebgold,Louis Weisberg,1
Leon Liebgold,Simkhe Natan,1
Leon Liebgold,Jacob Kalich,1
Dovid Likht,Yankev Kurlender,1
Dovid Likht,Jacob Rotbaum,1
Dovid Likht,Dina Koenig,1
Dovid Likht,Yosef Kamen,1
Dovid Likht,Shloyme Krause,1
Dovid Likht,Dovid Herman,1
Dovid Likht,Yankev Mandlblit,1
Dovid Likht,Pepi Urich,1
Dovid Likht,Yankev Reynglas,1
Dovid Likht,Sami Feder,1
Dovid Likht,Liza Schlossberg,1
Dovid Likht,Alex Stein,1
Dovid Likht,Mordechai Yachson,1
Dovid Likht,Jacob Waislitz,1
Dovid Likht,Yocheved Waislitz,1
Sasha Lipovski,Moyshe Lipman,1
Sasha Lipovski,Nokhum Lipovski,1
Sasha Lipovski,Ester Lipovska,1
Sasha Lipovski,Miriam Kressyn,1
Sasha Lipovski,Paul Baratoff,1
Sasha Lipovski,Avrom Morevsky,1
Baruch Lumet,Maurice Schwartz,1
Baruch Lumet,Sidney Lumet,1
Baruch Lumet,Avrom Taytlboym,1
Baruch Lumet,Joseph Buloff,1
Baruch Lumet,Stella Adler,1
Baruch Lumet,Yankev Mestel,1
Baruch Lumet,Luba Kadison,1
Baruch Lumet,Paul Baratoff,1
Baruch Lumet,Boris Aronson,1
Baruch Lumet,Chaim Shniur,1
Baruch Lumet,Julius Adler,1
Baruch Lumet,Luther Adler,1
Baruch Lumet,Celia Adler,1
Baruch Lumet,Bertha Gersten,1
Baruch Lumet,Woody Allen,1
Baruch Lumet,Woody Allen,1
Baruch Lumet,Max Reinhardt,1
Baruch Lumet,Kurt Weill,1
Baruch Lumet,Lotte Lenya,1
Baruch Lumet,Benjamin Zemach,1
Baruch Lumet,Mordechai Yachson,1
Baruch Lumet,Paul Breitman,1
Baruch Lumet,Misha Rapel,1
Baruch Lumet,Malvina Rapel,1
Baruch Lumet,Yankev Shidlo,1
Baruch Lumet,Morits Norvid,1
Baruch Lumet,Sallie Weisenfreund Nasatir,1
Baruch Lumet,Morris Nasatir,1
Baruch Lumet,Boris Thomashefsky,1
Baruch Lumet,Gustav Schacht,1
Baruch Lumet,Gene Wilder,1
Baruch Lumet,Lynn Redgrave,1
Baruch Lumet,Burt Reynolds,1
Baruch Lumet,Morgan Freeman,1
Baruch Lumet,John Banner,1
Baruch Lumet,Paul Newman,1
Baruch Lumet,Susan Strasberg,1
Baruch Lumet,Eli Wallach,1
Baruch Lumet,Sylvia Sidney,1
Baruch Lumet,Charles Adler,1
Baruch Lumet,Norman Bel Geddes,1
Baruch Lumet,Jerome Robbins,1
Baruch Lumet,Zvi Scooler,1
Baruch Lumet,Molly Picon,1
Baruch Lumet,Rod Steiger,1
Yankev Mandlblit,Zygmunt Turkow,1
Yankev Mandlblit,Moyshe Lipman,1
Yankev Mandlblit,Ida Kaminska,1
Yankev Mandlblit,Adam Domb,1
Yankev Mandlblit,Zalmen Hirshfeld,1
Yankev Mandlblit,Pepi Urich,1
Yankev Mandlblit,Klara Segalovitch,1
Yankev Mandlblit,Yonas Turkow,1
Yankev Mandlblit,Diana Blumenfeld,1
Yankev Mandlblit,Dovid Likht,1
Yankev Mandlblit,Lidia Pototska,1
Yankev Mandlblit,Mikhl Vaykhert,1
Yankev Mandlblit,Khane Braz,1
Yankev Mansdorf,Hersh Poznanski,1
Yankev Mansdorf,Nokhum Melnik,1
Yankev Mansdorf,Ola Lilith,1
Yankev Mansdorf,Władysław Weintraub,1
Yankev Mansdorf,Henekh Kon,1
Yankev Mansdorf,Dovid Herman,1
Yankev Mansdorf,Wladyslaw Godik,1
Yankev Mansdorf,Moyshe Broderzon,1
Yankev Mansdorf,Zygmunt Turkow,1
Yankev Mansdorf,Mikhl Vaykhert,1
Yankev Mansdorf,Falie Goldhirsh,1
Yankev Mansdorf,Tea Artsishevska,1
Yankev Mansdorf,Miriam Lipska-Mansdorf,1
Yankev Mansdorf,Joseph Buloff,1
Hanoch Mayer,Egon Brecher,1
Hanoch Mayer,Isaac Deutsch,1
Hanoch Mayer,Yankev Mestel,1
Hanoch Mayer,Simkhe Natan,1
Hanoch Mayer,Naomi Natan,1
Hanoch Mayer,Lea Weintraub-Graf,1
Klara Meisels,Egon Brecher,1
Klara Meisels,Yudl Goldberg,1
Klara Meisels,Mina Deutsch,1
Klara Meisels,Simkhe Natan,1
Klara Meisels,Klara Meisels,1
Klara Meisels,Ben-Tsiyon Segal,1
Klara Meisels,Isaac Deutsch,1
Klara Meisels,Lea Weintraub-Graf,1
Klara Meisels,Paul Breitman,1
Klara Meisels,Naomi Natan,1
Meir Melman,Ida Kaminska,1
Meir Melman,Zygmunt Turkow,1
Meir Melman,Paul Baratoff,1
Meir Melman,Yoyel Bergman,1
Meir Melman,Israel Kamay,1
Meir Melman,Adam Domb,1
Meir Melman,Ruth Turkow,1
Meir Melman,Sonia Altboym,1
Meir Melman,Lidia Pototska,1
Meir Melman,Jacob Rotbaum,1
Meir Melman,Moyshe Lipman,1
Meir Melman,Judith Berg,1
Meir Melman,Felix Fibich,1
Meir Melman,Jacob Waislitz,1
Nokhum Melnik,Devorah Rosenblum,1
Nokhum Melnik,Hersh Poznanski,1
Nokhum Melnik,Yankev Mansdorf,1
Nokhum Melnik,Ola Lilith,1
Nokhum Melnik,Władysław Weintraub,1
Nokhum Melnik,Henekh Kon,1
Nokhum Melnik,Dovid Herman,1
Nokhum Melnik,Wladyslaw Godik,1
Nokhum Melnik,Moyshe Broderzon,1
Nokhum Melnik,Falie Goldhirsh,1
Nokhum Melnik,Hertz Grosbard,1
Nokhum Melnik,Zalmen Hirshfeld,1
Nokhum Melnik,Tea Artsishevska,1
Nokhum Melnik,Miriam Lipska-Mansdorf,1
Nokhum Melnik,Avrom Morevsky,1
Yankev Mestel,Joseph Buloff,1
Yankev Mestel,Leib Kadison,1
Yankev Mestel,Joseph Green,1
Yankev Mestel,Chaim Shniur,1
Yankev Mestel,Henrik Galeen,1
Yankev Mestel,Ernst Deutsch,1
Yankev Mestel,Osip Dimov,1
Yankev Mestel,Bertha Gersten,1
Yankev Mestel,Reuven Vendorf,1
Yankev Mestel,Pola Valter,1
Yankev Mestel,Moyshe Feder,1
Yankev Mestel,Maurice Schwartz,1
Yankev Mestel,Zvi Scooler,1
Yankev Mestel,Jacob Ben-Ami,1
Yankev Mestel,Avrom Taytlboym,1
Yankev Mestel,Stella Adler,1
Yankev Mestel,Baruch Lumet,1
Yankev Mestel,Luba Kadison,1
Yankev Mestel,Julius Adler,1
Yankev Mestel,Paul Muni,1
Yankev Mestel,Paul Baratoff,1
Yankev Mestel,Boris Aronson,1
Yankev Mestel,Luther Adler,1
Yankev Mestel,Leonid Sniegov,1
Yankev Mestel,Egon Brecher,1
Yankev Mestel,Boris Aronson,1
Yankev Mestel,Rose Shoshana,1
Yankev Mestel,Adolf Bell,1
Yankev Mestel,Itzikl Goldnberg,1
Yankev Mestel,Hanoch Mayer,1
Yankev Mestel,Simkhe Natan,1
Yankev Mestel,Naomi Natan,1
Yankev Mestel,Lea Weintraub-Graf,1
Yankev Mestel,Alexander Granovsky,1
Yankev Mestel,Egon Brecher,1
Yankev Mestel,Wolf Barzel,1
Yankev Mestel,Helen Zelinskaya,1
Yankev Mestel,Lidia Pototska,1
Yankev Mestel,Wolf Zilberberg,1
Yankev Mestel,Boris Auerbach,1
Yankev Mestel,Louis Weisberg,1
Yankev Mestel,Mark Schweid,1
Yankev Mestel,Gustav Schacht,1
Avrom Morevsky,Maurice Schwartz,1
Avrom Morevsky,Klara Segalovitch,1
Avrom Morevsky,Yonas Turkow,1
Avrom Morevsky,Leon Schiller,1
Avrom Morevsky,Władysław Godik,1
Avrom Morevsky,Ester Goldnberg,1
Avrom Morevsky,Max Wiskind,1
Avrom Morevsky,Shloyme Kon,1
Avrom Morevsky,Aaron Zeitlin,1
Avrom Morevsky,Maurice Schwartz,1
Avrom Morevsky,Isaac Samberg,1
Avrom Morevsky,Leon Liebgold,1
Avrom Morevsky,Lili Liliana,1
Avrom Morevsky,Judith Berg,1
Avrom Morevsky,Dina Halpern,1
Avrom Morevsky,Michał Waszyński,1
Avrom Morevsky,Rokhl Holtzer,1
Avrom Morevsky,Shimon Dzigan,1
Avrom Morevsky,Yisroel Shumacher,1
Avrom Morevsky,Khavel Buzgan,1
Avrom Morevsky,Isaac Samberg,1
Avrom Morevsky,Henekh Kon,1
Avrom Morevsky,Gershon Lemberger,1
Avrom Morevsky,Ruth Turkow,1
Avrom Morevsky,Ewald André Dupont,1
Avrom Morevsky,Ernst Deutsch,1
Avrom Morevsky,Alter Kacyzne,1
Avrom Morevsky,Moyshe Lipman,1
Avrom Morevsky,Johannes Guter,1
Avrom Morevsky,Joseph Buloff,1
Avrom Morevsky,Mikhl Vaykhert,1
Avrom Morevsky,Nokhum Lipovski,1
Avrom Morevsky,Alex Stein,1
Avrom Morevsky,Yosef Kamen,1
Avrom Morevsky,Zygmunt Turkow,1
Avrom Morevsky,Ida Kaminska,1
Avrom Morevsky,Chava Eisen,1
Avrom Morevsky,Simkhe Natan,1
Avrom Morevsky,Zalmen Hirshfeld,1
Avrom Morevsky,Yitskhok Dogim,1
Avrom Morevsky,Paul Breitman,1
Avrom Morevsky,Avrom Taytlboym,1
Avrom Morevsky,Dovid Tselmayster,1
Avrom Morevsky,Helen Zelinskaya,1
Avrom Morevsky,Alex Chertov,1
Avrom Morevsky,Khane Braz,1
Avrom Morevsky,Mordechai Mazo,1
Noah Nachbush,Peretz Hirschbein,1
Noah Nachbush,Leah Naomi,1
Noah Nachbush,Maurice Schwartz,1
Noah Nachbush,Luba Kadison,1
Noah Nachbush,Bertha Gersten,1
Noah Nachbush,Zvi Scooler,1
Noah Nachbush,Jacob Ben-Ami,1
Noah Nachbush,Paul Baratoff,1
Noah Nachbush,Reuven Vendorf,1
Noah Nachbush,Charlotte Goldstein Chafran,1
Noah Nachbush,Ida Garber,1
Noah Nachbush,Shloyme Krause,1
Noah Nachbush,Louis Weisberg,1
Noah Nachbush,Alex Chertov,1
Noah Nachbush,Gustav Schacht,1
Leah Naomi,Peretz Hirschbein,1
Leah Naomi,Edgar G. Ulmer,1
Leah Naomi,Helen Beverly,1
Leah Naomi,Jacob Ben-Ami,1
Leah Naomi,Reuven Vendorf,1
Leah Naomi,Paul Baratoff,1
Leah Naomi,Osip Dimov,1
Leah Naomi,Maurice Schwartz,1
Leah Naomi,Noah Nachbush,1
Leah Naomi,Betty Dalska,1
Leah Naomi,Jacob Ben-Ami,1
Leah Naomi,Peretz Hirschbein,1
Leah Naomi,Ester-Rokhl Kaminska,1
Leah Naomi,Ida Garber,1
Leah Naomi,A.Y. Kaminski,1
Leah Naomi,Nokhum Lipovski,1
Leah Naomi,Ester Neroslavska,1
Leah Naomi,Jerome Robbins,1
Leah Naomi,Fela Biro,1
Leah Naomi,Isaac Samberg,1
Leah Naomi,Dovid Tselmayster,1
Leah Naomi,Reuven Vendorf,1
Leah Naomi,Helen Zelinskaya,1
Leah Naomi,Charlotte Goldstein Chafran,1
Leah Naomi,Ida Garber,1
Leah Naomi,Shloyme Krause,1
Leah Naomi,Benjamin Fishbein,1
Leah Naomi,Louis Weisberg,1
Leah Naomi,Alex Chertov,1
Leah Naomi,Natan Gaiptman,1
Leah Naomi,Slava Estrin,1
Leah Naomi,Gustav Schacht,1
Naomi Natan,Simkhe Natan,1
Naomi Natan,Israel Kamay,1
Naomi Natan,Misha Fishzon,1
Naomi Natan,Zygmunt Turkow,1
Naomi Natan,Isaac Deutsch,1
Naomi Natan,Lea Weintraub-Graf,1
Naomi Natan,Klara Meisels,1
Naomi Natan,Khavel Buzgan,1
Naomi Natan,Rivka Shiller,1
Naomi Natan,Liza Schlossberg,1
Naomi Natan,Yankev Kurlender,1
Naomi Natan,Yankev Mestel,1
Naomi Natan,Lea Weintraub-Graf,1
Naomi Natan,Adolf Bell,1
Naomi Natan,Itzikl Goldnberg,1
Naomi Natan,Hanoch Mayer,1
Naomi Natan,Dovid Tselmayster,1
Simkhe Natan,Molly Picon,1
Simkhe Natan,Joseph Green,1
Simkhe Natan,Leon Liebgold,1
Simkhe Natan,Jacob Kalich,1
Simkhe Natan,Fela Garbarz,1
Simkhe Natan,Shimon Dzigan,1
Simkhe Natan,Yisroel Shumacher,1
Simkhe Natan,Ruth Turkow,1
Simkhe Natan,Henekh Kon,1
Simkhe Natan,Zygmunt Turkow,1
Simkhe Natan,Ruth Taru,1
Simkhe Natan,Yankev Reynglas,1
Simkhe Natan,Yosef Kamen,1
Simkhe Natan,Naomi Natan,1
Simkhe Natan,Israel Kamay,1
Simkhe Natan,Misha Fishzon,1
Simkhe Natan,Avrom Morevsky,1
Simkhe Natan,Alex Stein,1
Simkhe Natan,Yosef Kamen,1
Simkhe Natan,Joseph Buloff,1
Simkhe Natan,Egon Brecher,1
Simkhe Natan,Mina Deutsch,1
Simkhe Natan,Klara Meisels,1
Simkhe Natan,Ben-Tsiyon Segal,1
Simkhe Natan,Isaac Deutsch,1
Simkhe Natan,Lea Weintraub-Graf,1
Simkhe Natan,Paul Breitman,1
Simkhe Natan,Khavel Buzgan,1
Simkhe Natan,Rivka Shiller,1
Simkhe Natan,Liza Schlossberg,1
Simkhe Natan,Yankev Kurlender,1
Simkhe Natan,Yankev Mestel,1
Simkhe Natan,Adolf Bell,1
Simkhe Natan,Itzikl Goldnberg,1
Simkhe Natan,Hanoch Mayer,1
Ester Neroslavska,Misha Fishzon,1
Ester Neroslavska,A.Y. Kaminski,1
Ester Neroslavska,Boris Thomashefsky,1
Ester Neroslavska,Maurice Schwartz,1
Ester Neroslavska,Celia Adler,1
Ester Neroslavska,Julius Adler,1
Ester Neroslavska,Jerome Robbins,1
Ester Neroslavska,Leah Naomi,1
Ester Neroslavska,Helen Beverly,1
Ester Neroslavska,Zvi Scooler,1
Ester Neroslavska,Reuven Vendorf,1
Ester Neroslavska,Avrom Taytlboym,1
Ester Neroslavska,Fela Biro,1
Ester Neroslavska,Leo Fuchs,1
Ester Neroslavska,Moyshe Feder,1
Ester Neroslavska,Bertha Gersten,1
Ester Neroslavska,Miriam Kressyn,1
Ester Neroslavska,Leola Vendorf,1
Ester Neroslavska,Molly Pickus,1
Ester Neroslavska,Fela Biro,1
Ester Neroslavska,Luba Kadison,1
Ester Neroslavska,Jacob Ben-Ami,1
Ester Neroslavska,Paul Baratoff,1
Ester Neroslavska,Isaac Schlossberg,1
Ester Neroslavska,Leyzer Zhelazo,1
Ester Neroslavska,Mark Arnshteyn,1
Ester Neroslavska,Leyzer Zhelazo,1
Ester Neroslavska,Shloyme Krause,1
Ester Neroslavska,Zina Rapel,1
Ester Neroslavska,Ester-Rokhl Kaminska,1
Morits Norvid,Alexander Granovsky,1
Morits Norvid,Zygmunt Turkow,1
Morits Norvid,Yonas Turkow,1
Morits Norvid,Yankev Shidlo,1
Morits Norvid,Henrik Tarlo,1
Morits Norvid,Dovid Herman,1
Morits Norvid,Baruch Lumet,1
Miriam Orleska,Dovid Herman,1
Ester Orzevskaya,Leonid Sniegov,1
Ester Orzevskaya,Maurice Schwartz,1
Ester Orzevskaya,Paul Baratoff,1
Ester Orzevskaya,Bertha Gersten,1
Ester Orzevskaya,Julius Adler,1
Molly Pickus,Maurice Schwartz,1
Molly Pickus,Paul Baratoff,1
Molly Pickus,Jacob Ben-Ami,1
Molly Pickus,Fela Biro,1
Molly Pickus,Bertha Gersten,1
Molly Pickus,Luba Kadison,1
Molly Pickus,Ester Neroslavska,1
Molly Pickus,Zvi Scooler,1
Molly Pickus,Avrom Taytlboym,1
Molly Pickus,Reuven Vendorf,1
Molly Pickus,Leola Vendorf,1
Molly Pickus,Jenny Goldstein,1
Molly Pickus,A.Y. Kaminski,1
Moyshe Potashinski,Dovid Herman,1
Moyshe Potashinski,Mila Waislitz,1
Moyshe Potashinski,Jacob Waislitz,1
Moyshe Potashinski,Moyshe Broderzon,1
Moyshe Potashinski,Avrom Morevsky,1
Moyshe Potashinski,Henekh Kon,1
Moyshe Potashinski,Yocheved Waislitz,1
Moyshe Potashinski,Falie Goldhirsh,1
Moyshe Potashinski,Tea Artsishevska,1
Moyshe Potashinski,Miriam Lipska-Mansdorf,1
Moyshe Potashinski,Lidia Pototska,1
Lidia Pototska,Paul Baratoff,1
Lidia Pototska,Yosef Kamen,1
Lidia Pototska,Khavel Buzgan,1
Lidia Pototska,Max Reinhardt,1
Lidia Pototska,Alexander Moissi,1
Lidia Pototska,Egon Brecher,1
Lidia Pototska,Jacob Ben-Ami,1
Lidia Pototska,Ida Kaminska,1
Lidia Pototska,Klara Segalovitsh,1
Lidia Pototska,Alex Stein,1
Lidia Pototska,Władysław Godik,1
Lidia Pototska,Natan Breitman,1
Lidia Pototska,Ida Kaminska,1
Lidia Pototska,Klara Segalovitch,1
Lidia Pototska,Yankev Mandlblit,1
Lidia Pototska,Pepi Urich,1
Lidia Pototska,Meir Melman,1
Lidia Pototska,Moyshe Potashinski,1
Lidia Pototska,Alexander Moissi,1
Lidia Pototska,Ben-Tsiyon Segal,1
Lidia Pototska,Daniel Shapiro,1
Lidia Pototska,Stella Adler,1
Lidia Pototska,Helen Zelinskaya,1
Lidia Pototska,Reuven Vendorf,1
Lidia Pototska,Leonid Sniegov,1
Lidia Pototska,Yankev Mestel,1
Lidia Pototska,Moyshe Burstin,1
Lidia Pototska,Slava Estrin,1
Hersh Poznanski,Dovid Herman,1
Hersh Poznanski,Bela Belarina,1
Hersh Poznanski,Avrom Morevsky,1
Hersh Poznanski,Yonas Turkow,1
Hersh Poznanski,Zygmunt Turkow,1
Hersh Poznanski,Yonas Turkow,1
Hersh Poznanski,Władysław Weintraub,1
Hersh Poznanski,A. Roytman,1
Hersh Poznanski,Avrom Eyzenberg,1
Hersh Poznanski,Ola Lilith,1
Hersh Poznanski,Władysław Godik,1
Hersh Poznanski,Yankev Mansdorf,1
Hersh Poznanski,Nokhum Melnik,1
Hersh Poznanski,Falie Goldhirsh,1
Hersh Poznanski,Itzik Kadison,1
Hersh Poznanski,Tea Artsishevska,1
Hersh Poznanski,Miriam Lipska-Mansdorf,1
Ester Rapel,Zalmen Hirshfeld,1
Ester Rapel,Yosef Kamen,1
Ester Rapel,Nadia Kareni,1
Ester Rapel,Shmuel Iris,1
Ester Rapel,Zina Rapel,1
Yankev Reynglas,Moyshe Broderzon,1
Yankev Reynglas,Shimon Dzigan,1
Yankev Reynglas,Yisroel Shumacher,1
Yankev Reynglas,Rokhl Holtzer,1
Yankev Reynglas,Simkhe Natan,1
Yankev Reynglas,Ruth Taru,1
Yankev Reynglas,Ida Kaminska,1
Yankev Reynglas,Sidney J. Furie,1
Yankev Reynglas,Dovid Likht,1
Yankev Reynglas,Zisl Gorlitska-Reynglas,1
Yankev Reynglas,Liza Schlossberg,1
Yankev Reynglas,Alex Stein,1
Yankev Reynglas,Khayele Shiper,1
R. Rivkina,Peretz Hirschbein,1
Devorah Rosenblum,Teatr Reduta,1
Devorah Rosenblum,Nokhum Melnik,1
Devorah Rosenblum,Hertz Grosbard,1
Devorah Rosenblum,Zalmen Hirshfeld,1
Devorah Rosenblum,Juliusz Osterwa,1
Lea Rotbaum,Alexander Granovsky,1
Lea Rotbaum,Sara Rotbaum,1
Sara Rotbaum,Jacob Rotbaum,1
